                                       1                                        2                                        3                                        4                                        5                                        6                                        7                                        8                                        9                                       10                                       11                                       12                                       13                                       14                                       15                                       16                                       17                                       18                                       19                                       20                                       21                                       22                                       23                                       24                                       25                                       26                                       27                                       28                                       29                                       30                                       31                                       32                                       33                                       34                                       35                                       36                                       37                                       38                                       39                                       40                                       41                                       42                                       43                                       44                                       45                                       46                                       47                                       48                                       49                                       50                                       51                                       52 
                            model_number                                num_zones                             initial_mass                                initial_z                                 star_age                                time_step                                     Teff                            photosphere_L                            photosphere_r                               center_eta                                center_h1                               center_he3                               center_he4                               center_c12                               center_n14                               center_o16                              center_ne20                                star_mass                                star_mdot                             star_mass_h1                            star_mass_he3                            star_mass_he4                            star_mass_c12                            star_mass_n14                            star_mass_o16                           star_mass_ne20                             he_core_mass                              c_core_mass                              o_core_mass                             si_core_mass                             fe_core_mass                   neutron_rich_core_mass                               tau10_mass                             tau10_radius                              tau100_mass                            tau100_radius                             dynamic_time                             kh_timescale                            nuc_timescale                           power_nuc_burn                             power_h_burn                            power_he_burn                                power_neu                                burn_min1                                burn_min2                             time_seconds                           version_number                                 compiler                                    build                         MESA_SDK_version                             math_backend                                     date 
                                    8950                                      413                  1.0000000000000001E-001                  2.0000000000000000E-002                  4.2026882549388922E+005                  6.5509265091449593E-006                  2.7874446088095592E+003                  9.0201803297052172E-002                  1.2895968227445671E+000                 -2.5366479553206309E+000                  6.9999999999999984E-001                  2.9797635251138913E-005                  2.7997020236474879E-001                  4.1193902129486445E-003                  1.2067031330276047E-003                  1.1203876416666529E-002                  2.5129237964844936E-003                  9.9999948216792242E-002                 -4.6780924757394753E-014                  6.9999963751754560E-002                  2.9797619820967542E-006                  2.7997005738719730E-002                  4.1193880797962514E-004                  1.2067025081580145E-004                  1.1203870614939927E-003                  2.5129224952119442E-004                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.9999941574918830E-002                  1.2863279099731064E+000                  9.9999926434885672E-002                  1.2838984323636291E+000                  4.6367599826491060E+004                  2.0179477395928663E+006                  1.1086247121631578E+010                  1.2480722492777000E-014                  1.2480722492777000E-014                  0.0000000000000000E+000                  4.9941748494819807E-016                  5.0000000000000000E+001                  1.0000000000000000E+003                  1.3262906628535680E+013                                  "12778"                               "gfortran"                                  "9.2.0"                    "x86_64-linux-20.3.2"                                 "CRMATH"                               "20221129" 

                                       1                                        2                                        3                                        4                                        5                                        6                                        7                                        8                                        9                                       10                                       11                                       12                                       13                                       14                                       15                                       16                                       17                                       18                                       19                                       20                                       21                                       22                                       23                                       24                                       25                                       26                                       27                                       28                                       29                                       30                                       31                                       32                                       33                                       34                                       35                                       36                                       37                                       38                                       39                                       40                                       41                                       42                                       43                                       44                                       45                                       46                                       47                                       48                                       49                                       50                                       51                                       52                                       53                                       54                                       55                                       56 
                                    mass                                   radius                               luminosity                                 pressure                                   logRho                                     logT                                   energy                                  entropy                                       cp                                   gamma1                                    grada                                       mu                                   free_e                                       ye                                     pgas                                     prad                                    gradr                                    gradT                                 velocity                                 conv_vel                                  opacity                                  eps_nuc                                       pp                                      cno                                 tri_alfa                        eps_nuc_neu_total                              non_nuc_neu                                 eps_grav                                       h1                                      he3                                      he4                                      c12                                      n14                                      o16                                     ne20                                     mg24                                     si28                                      s32                                     ar36                                     ca40                                     ti44                                     cr48                                     fe52                                     fe54                                     fe56                                     ni56                                      eta                                log_omega                                    v_rot                                    j_rot                           dynamo_log_B_r                         dynamo_log_B_phi                               log_D_conv                               log_D_semi                                log_D_ovr                               log_D_thrm 
                 9.9999948216792242E-002                  1.2895968227445671E+000                  9.0201803297052172E-002                  2.5793355046221102E+004                 -6.6592053923599579E+000                  3.4452088854946310E+000                  6.4395692394233594E+011                  1.3528795951916774E+001                  1.4801002642788637E+009                  1.1253368844811109E+000                  7.3938114218588855E-002                  1.9678618407947412E+000                  1.0000000082117664E-004                  8.5000496627254218E-001                  2.5793202792725813E+004                  1.5225349528771742E-001                  1.8858942252588851E-001                  1.7017594516329407E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  6.4268771730036686E-002                  3.2167231608209541E-026                  3.2167231608209541E-026                  0.0000000000000000E+000                  0.0000000000000000E+000                  1.2869021243751752E-027                  0.0000000000000000E+000                  3.3393163487519693E+007                  7.0000000000000062E-001                  2.9797635251138242E-005                  2.7997020236474823E-001                  4.1193902129486298E-003                  1.2067031330276036E-003                  1.1203876416666515E-002                  2.5129237964844862E-003                  9.5710644087272873E-004                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                 -1.9999999999897351E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                 -9.8999999999999986E+001                 -9.8999999999999986E+001                  1.1490045607940750E+001                 -9.9000000000000000E+001                 -9.9000000000000000E+001                 -9.9000000000000000E+001 
                 9.9999948216742240E-002                  1.2895967583357093E+000                  9.0200927652445945E-002                  2.5795986590071410E+004                 -6.6591718192106226E+000                  3.4452143829503186E+000                  6.4398731384642871E+011                  1.3528885341008197E+001                  1.4801457486690805E+009                  1.1253378051992609E+000                  7.3938280619144356E-002                  1.9678380699400582E+000                  1.0000000082214741E-004                  8.5000496627254218E-001                  2.5795834328866811E+004                  1.5226120460081349E-001                  1.8859057373325441E-001                  1.7017463961601711E-001                  0.0000000000000000E+000                  1.2936518362966794E+004                  6.4268771730036700E-002                  3.2169719510017143E-026                  3.2169719510017143E-026                  0.0000000000000000E+000                  0.0000000000000000E+000                  1.2870016569106784E-027                  0.0000000000000000E+000                  3.3373279379743509E+007                  7.0000000000000062E-001                  2.9797635251138242E-005                  2.7997020236474823E-001                  4.1193902129486298E-003                  1.2067031330276036E-003                  1.1203876416666515E-002                  2.5129237964844862E-003                  9.5710644087272873E-004                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                 -1.9999999999897220E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                 -9.8999999999999986E+001                 -9.8999999999999986E+001                  1.1490111706788005E+001                 -9.9000000000000000E+001                 -9.9000000000000000E+001                 -9.9000000000000000E+001 
                 9.9999948216629747E-002                  1.2895966134269603E+000                  9.0198958593998360E-002                  2.5800844827075649E+004                 -6.6591098504086457E+000                  3.4452245319025088E+000                  6.4404342296593103E+011                  1.3529050400972185E+001                  1.4802297216807938E+009                  1.1253395051293877E+000                  7.3938587929758465E-002                  1.9677941822581571E+000                  1.0000000082393923E-004                  8.5000496627254218E-001                  2.5800692551637720E+004                  1.5227543792843676E-001                  1.8859987383265556E-001                  1.7017157950889675E-001                  0.0000000000000000E+000                  1.2944950133521244E+004                  6.4268771730036728E-002                  3.2174312146346511E-026                  3.2174312146346511E-026                  0.0000000000000000E+000                  0.0000000000000000E+000                  1.2871853927547180E-027                  0.0000000000000000E+000                  3.3376863734423786E+007                  7.0000000000000062E-001                  2.9797635251138242E-005                  2.7997020236474823E-001                  4.1193902129486298E-003                  1.2067031330276036E-003                  1.1203876416666515E-002                  2.5129237964844862E-003                  9.5710644087272873E-004                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                 -1.9999999999896978E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                 -9.8999999999999986E+001                 -9.8999999999999986E+001                  1.1490409572427165E+001                 -9.9000000000000000E+001                 -9.9000000000000000E+001                 -9.9000000000000000E+001 
                 9.9999948216442244E-002                  1.2895963719467658E+000                  9.0195676431532701E-002                  2.5807929760394065E+004                 -6.6590195080638708E+000                  3.4452393319978554E+000                  6.4412525963210730E+011                  1.3529291192285212E+001                  1.4803521865341799E+009                  1.1253419845257828E+000                  7.3939036346251194E-002                  1.9677301723669098E+000                  1.0000000082655171E-004                  8.5000496627254218E-001                  2.5807777464197461E+004                  1.5229619660445909E-001                  1.8861536620356731E-001                  1.7016646674900765E-001                  0.0000000000000000E+000                  1.2959007204680805E+004                  6.4268771730036783E-002                  3.2181008779708405E-026                  3.2181008779708405E-026                  0.0000000000000000E+000                  0.0000000000000000E+000                  1.2874533024028437E-027                  0.0000000000000000E+000                  3.3382115026455164E+007                  7.0000000000000062E-001                  2.9797635251138242E-005                  2.7997020236474823E-001                  4.1193902129486298E-003                  1.2067031330276036E-003                  1.1203876416666515E-002                  2.5129237964844862E-003                  9.5710644087272873E-004                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                 -1.9999999999896634E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                 -9.8999999999999986E+001                 -9.8999999999999986E+001                  1.1490905745746673E+001                 -9.9000000000000000E+001                 -9.9000000000000000E+001                 -9.9000000000000000E+001 
                 9.9999948216192250E-002                  1.2895960500399986E+000                  9.0191299437162267E-002                  2.5820075380791655E+004                 -6.6588647148690443E+000                  3.4452647023339908E+000                  6.4426558110239294E+011                  1.3529704195101043E+001                  1.4805621379044671E+009                  1.1253462358373534E+000                  7.3939805766947309E-002                  1.9676204217187054E+000                  1.0000000083102849E-004                  8.5000496627254218E-001                  2.5819923049003926E+004                  1.5233178772820399E-001                  1.8863600756270632E-001                  1.7015962537894938E-001                  0.0000000000000000E+000                  1.9381274444509338E+004                  6.4268771730036853E-002                  3.2192486078278193E-026                  3.2192486078278193E-026                  0.0000000000000000E+000                  0.0000000000000000E+000                  1.2879124702943940E-027                  0.0000000000000000E+000                  3.3391173684719879E+007                  7.0000000000000062E-001                  2.9797635251138242E-005                  2.7997020236474823E-001                  4.1193902129486298E-003                  1.2067031330276036E-003                  1.1203876416666515E-002                  2.5129237964844862E-003                  9.5710644087272873E-004                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                 -1.9999999999896033E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                 -9.8999999999999986E+001                 -9.8999999999999986E+001                  1.1665749449540581E+001                 -9.9000000000000000E+001                 -9.9000000000000000E+001                 -9.9000000000000000E+001 
                 9.9999948215692261E-002                  1.2895954064554214E+000                  9.0182542767358681E-002                  2.5848415271195176E+004                 -6.6585039200971385E+000                  3.4453238936134567E+000                  6.4459314521009497E+011                  1.3530668936150677E+001                  1.4810520805476296E+009                  1.1253561600713273E+000                  7.3941604570150754E-002                  1.9673642418451491E+000                  1.0000000084146708E-004                  8.5000496627254218E-001                  2.5848262856337806E+004                  1.5241485736938623E-001                  1.8867723848776208E-001                  1.7014585965017695E-001                  0.0000000000000000E+000                  3.0487991652311302E+004                  6.4268771730037047E-002                  3.2219253468420005E-026                  3.2219253468420005E-026                  0.0000000000000000E+000                  0.0000000000000000E+000                  1.2889833430279897E-027                  0.0000000000000000E+000                  3.3412575603496294E+007                  7.0000000000000062E-001                  2.9797635251138242E-005                  2.7997020236474823E-001                  4.1193902129486298E-003                  1.2067031330276036E-003                  1.1203876416666515E-002                  2.5129237964844862E-003                  9.5710644087272873E-004                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                 -1.9999999999894634E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                 -9.8999999999999986E+001                 -9.8999999999999986E+001                  1.1862562169031152E+001                 -9.9000000000000000E+001                 -9.9000000000000000E+001                 -9.9000000000000000E+001 
                 9.9999948214442247E-002                  1.2895937988272768E+000                  9.0160635283386012E-002                  2.5888884487463016E+004                 -6.6580363969509007E+000                  3.4454263803724072E+000                  6.4521992430799487E+011                  1.3532784513384151E+001                  1.4820746275577042E+009                  1.1253716092315305E+000                  7.3942735999381393E-002                  1.9668677203830560E+000                  1.0000000085916794E-004                  8.5000496627254218E-001                  2.5888731928667556E+004                  1.5255879545851778E-001                  1.8876435237822700E-001                  1.7009817571308891E-001                  0.0000000000000000E+000                  3.0552041025183808E+004                  6.4268771730037380E-002                  3.2253972160498412E-026                  3.2253972160498418E-026                  0.0000000000000000E+000                  0.0000000000000000E+000                  1.2903723204552217E-027                  0.0000000000000000E+000                  3.2624925107619572E+007                  7.0000000000000062E-001                  2.9797635251138242E-005                  2.7997020236474823E-001                  4.1193902129486298E-003                  1.2067031330276036E-003                  1.1203876416666515E-002                  2.5129237964844862E-003                  9.5710644087272873E-004                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                 -1.9999999999892310E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                 -9.8999999999999986E+001                 -9.8999999999999986E+001                  1.1863639223670994E+001                 -9.9000000000000000E+001                 -9.9000000000000000E+001                 -9.9000000000000000E+001 
                 9.9999948213192247E-002                  1.2895921929248213E+000                  9.0139246649464266E-002                  2.5949572320256229E+004                 -6.6573879259287665E+000                  3.4455994321465537E+000                  6.4633260850098853E+011                  1.3536759013091840E+001                  1.4839557845791419E+009                  1.1253962248357932E+000                  7.3942938606331193E-002                  1.9659815064001560E+000                  1.0000000088863024E-004                  8.5000496627254218E-001                  2.5949419518108651E+004                  1.5280214758000613E-001                  1.8882522491071205E-001                  1.7002867053313303E-001                  0.0000000000000000E+000                  3.0615832743803403E+004                  6.4268771730037935E-002                  3.2302190161874078E-026                  3.2302190161874072E-026                  0.0000000000000000E+000                  0.0000000000000000E+000                  1.2923013595833607E-027                  0.0000000000000000E+000                  3.0556492316667926E+007                  7.0000000000000062E-001                  2.9797635251138242E-005                  2.7997020236474823E-001                  4.1193902129486298E-003                  1.2067031330276036E-003                  1.1203876416666515E-002                  2.5129237964844862E-003                  9.5710644087272873E-004                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                 -1.9999999999888498E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                 -9.8999999999999986E+001                 -9.8999999999999986E+001                  1.1864710840926012E+001                 -9.9000000000000000E+001                 -9.9000000000000000E+001                 -9.9000000000000000E+001 
                 9.9999948210692260E-002                  1.2895889859001086E+000                  9.0099197965830685E-002                  2.6070955493411268E+004                 -6.6560954513716668E+000                  3.4459441305494911E+000                  6.4855278855186426E+011                  1.3544687831050314E+001                  1.4876924059304562E+009                  1.1254456980756242E+000                  7.3943716660490419E-002                  1.9642151262162106E+000                  1.0000000094678781E-004                  8.5000496627254218E-001                  2.6070802205378131E+004                  1.5328803313565045E-001                  1.8892965464307326E-001                  1.6987423430999998E-001                  0.0000000000000000E+000                  3.0742647593889233E+004                  6.4268771730039032E-002                  3.2398509143121623E-026                  3.2398509143121623E-026                  0.0000000000000000E+000                  0.0000000000000000E+000                  1.2961547562051247E-027                  0.0000000000000000E+000                  2.6463382158284009E+007                  7.0000000000000062E-001                  2.9797635251138242E-005                  2.7997020236474823E-001                  4.1193902129486298E-003                  1.2067031330276036E-003                  1.1203876416666515E-002                  2.5129237964844862E-003                  9.5710644087272873E-004                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                 -1.9999999999880941E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                 -9.8999999999999986E+001                 -9.8999999999999986E+001                  1.1866838121811526E+001                 -9.9000000000000000E+001                 -9.9000000000000000E+001                 -9.9000000000000000E+001 
